AU01677 	12 M Routine Maint. of Grant St Vent Station Fan
AU01678 	"11. On completion, collect all materials and leave the fan room after"
AU01678 	equalizing the
AU01678 	       differential pressures.
AU01678 	12. In Substation No 2
AU01678 	"      (a) Remove all safety tags, in accordance with TMI-3012-SA-0103,"
AU01678 	 then remove the
AU01678 	            motor isolation for all the fans at the MCC.  Return all
AU01678 	theREMOTE/OFF/LOCAL
AU01678 	"            selector switches to the REMOTE position,  and the"
AU01678 	 AUTO/OFF/MAN  fan selector
AU01678 	            switches to the AUTO position.
AU01678 	      (b) Check that one fan is operational and no alarms are present
AU01678 	13. Record anything outside normal parameters in the 'Work Done' sectionof
AU01678 	the Job Sheet.
AU01678 	14. Notify the control room on the completion of the job.
AU01678 	EMERGENCY OPERATION
AU01678 	In the event of notification by TCR Operators that a tunnel incident
AU01678 	hasoccured requiring the
AU01678 	use of fans for smoke extraction.
AU01678 	1. Immediately leave the fan chambers on Level 4 and Level 6 and ensure
AU01678 	the doors to the lift
AU01678 	   shaft are secured.
AU01678 	2. Notify TCR Operator when Level 4 and level 6 have been evacuated so
AU01678 	that smoke
AU01678 	   extraction can commence.
AU01678 	"3. If  the fan being checked is running, advise TCR that it is"
AU01678 	currentlyrunning under LOCAL
AU01678 	   control and will be returned to AUTO control.  Stop  the fan using
AU01678 	the Emergency STOP
AU01678 	   pushbutton on Level 5.
AU01678 	4. Release the STOP pushbutton and leave Level 5 ensuring that the door
AU01678 	to the lift shaft is
AU01678 	    secured
AU01678 	"5. If the fan is isolated or not running, vacate all fan chambers"
AU01678 	immediately and secure doors.
AU01678 	"6. Notify TCR when all personnel have left the fan chambers, the doors"
AU01678 	secured and all the
AU01678 	   personnel are accounted for and in the lift shaft.
AU01678 	7. Only if a fan was running and operational - In Substation 2  switch
AU01678 	the
AU01678 	"    REMOTE/OFF/LOCAL selector switch to the REMOTE position, as well"
AU01678 	switch the
AU01678 	    AUTO/OFF/MAN selector switch to the AUTO position.
AU01678 	8. Stop the operational fan then return the AUTO/OFF/MAN selector
AU01678 	switchto the AUTO
AU01678 	   position and restart the fan.
AU01678 	9. Notify TCR Operators that they have control.
AU01678 	Record Readings Below
AU01678 	Results Insulation Resistance Tests
AU01678 	Fan ID                     | Heater to Winding | Winding & Heater|
AU01678 	 phase to phase | phase to Earth |
AU01678 	                                                                       t
AU01678 	o earth
AU01678 	------------------------------------------------------------------------
AU01678 	-----------------------------------------------------
AU01678 	                              |                                |
AU01678 	                              |                          |
AU01678 	                |
AU01678 	------------------------------------------------------
AU01678 	"------------------------------------------------------ """
AU01678 	****Complete the following CityLink Asset Condition Rating****
AU01678 	ASSET CONDITION RATING
AU01678 	Rate the Condition of the Asset.
AU01678 	Note:
AU01678 	[ 1 ] - Excellent.
AU01678 	        Asset is new or in as new condition
AU01678 	[ 2 ] - Good.
AU01678 	"        Asset is fully operational, well presented, performing"
AU01678 	        it's intended function.
AU01678 	[ 3 ] - Fair.
AU01678 	        Asset is functional and operational but showing signs of
AU01678 	        deterioration that will result is some intervention
AU01678 	        works possibly within the next 12 months. May not be
AU01678 	        performing it's intended function to the full degree.
AU01678 	[ 4 ] - Poor.
AU01678 	        Asset is functional and operational but showing major
AU01678 	        signs of deterioration that will require intervention
AU01678 	        works within the next 3 months. Not performing it's
AU01678 	        intended function.
AU01678 	CONDITION RATING SCORE [_ _]
AU01678 	"If the condition of asset is 3 or 4, record your observations"
AU01678 	in the Work Done area of the job sheet(photograph if possible).
AU01676 	12 M Routine Maint. of Burnley Vent Station Fan
AU01676 	
AU01676 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01676 	WARNINGS:
AU01676 	1. CHECKS SHOULD NOT BE CARRIED OUT IF MORE THAN 2 FANS ARE OPERATING IN
AU01676 	   THE SECONDARY VENT STATION.
AU01676 	2. NO PERSON SHALL ENTER THE ACCESS AIRLOCK TO THE VENTILATION FAN ROOM
AU01676 	    ALONE.
AU01676 	   TWO OR MORE PEOPLE MUST BE PRESENT AT ALL TIMES WHEN WORK IS BEING
AU01676 	   CARRIED OUT IN THE AIRLOCK OR VENT STATION
AU01676 	3. TAKE HEED OF NOTICES ON THE AIRLOCK DOORS.
AU01676 	"1. Obtain a Permit to Work for entry to substation 3,  the ventilation"
AU01676 	rooms and to interrupt
AU01676 	    operations.
AU01676 	2.  Notify the control room prior to commencing the job.  Maintain
AU01676 	radiocontact at all times.
AU01676 	"3.  Reference manual:  ABB Installation, Operating & Maintenance"
AU01676 	Instructions Manual
AU01676 	    (M-STG-VE-26058)
AU01676 	4. Access to the Burnley ventilation station is through a locked airlock(Key2-LV)
AU01676 	on the
AU01676 	   stairway  adjacent to the south west corner of the Burnley vent
AU01676 	stack.
AU01676 	   Access to substation 3 is via external doors adjacent to the Burnley
AU01676 	Portal.
AU01676 	"5. Ensure the 3 monthly check of the fans, carried out at the PMCS,"
AU01676 	havebeen completed.
AU01676 	6. At the MCC in Substation No 3
AU01676 	   Select one axial fan to be operational while the maintenance is being
AU01676 	carried out on
AU01676 	   the other fans.  The fan selected can be any fan other than the fan
AU01676 	to be maintained
AU01676 	   (preferably a fan located the furthest from the fan to be
AU01676 	maintained).
AU01676 	"   (a) If the selected fan is not running, then have the TCR start the"
AU01676 	selected fan.
AU01676 	"   (b) Isolate the remaining non-operational axial fans, by switching"
AU01676 	the AUTO/OFF/MAN
AU01676 	         selector switches to the OFF position.  Carry out the
AU01676 	electrical isolation procedures
AU01676 	"         as defined in the Work Instruction TMI -3012-OP - 0103,  Low"
AU01676 	Voltage Isolation
AU01676 	         Procedures.
AU01676 	7.  Electrical checks in Substation No 3
AU01676 	    (a)  Measure the insulation resistance of the stator windings and
AU01676 	"record in the """"Work Done"""""
AU01676 	           section of the Job Sheet.  [_ _]
AU01676 	    (b)  Measure the current of the anti-condensation. Heater current
AU01676 	isapprox. 1 amp.
AU01676 	"    (c)  Visually inspect both internally and externally, the control"
AU01676 	"panel for damage, corrosion"
AU01676 	"           as well as the ingress of moisture, dust and grime (clean as"
AU01676 	required)
AU01676 	8. (a) Enter the fan room from the entry stairway after equalizing
AU01676 	pressure in airlock.
AU01676 	          WARNING: HEARING AND EYE PROTECTION SHOULD BE WORN IN
AU01676 	VENTILATION
AU01676 	           FAN CHAMBER
AU01676 	    (b) Check CO levels in fan room through doorway before entering and
AU01676 	at intervals during
AU01676 	           fan checks.
AU01676 	    (c)  WARNING:  DO NOT PLACE ANY PART OF BODY OR MATERIALS WITHIN 1
AU01676 	METRE
AU01676 	           OF AN OPERATING FAN INLET GUARD.  Airflow strength 35 km/h.
AU01676 	9. Static Fan Checks for each fan.
AU01676 	   (a) Confirm that both the fan and motor are electrically and
AU01676 	mechanically isolated prior to
AU01676 	         commencing any work on the fan or the motor.
AU01676 	   (b) Enter the fan inlet cowl via the entry cowl safety grill hatch.
AU01676 	   (c) Examine the impeller for
AU01676 	         (i) Dirt and foreign matter on the blades (clean if required)
AU01676 	  [_ _]
AU01676 	         (ii) Wear or damage on the blade tips   [_ _]
AU01676 	         (ii) Wear or damage on the blade leading edges   [_ _]
AU01676 	         (iv) Loose bolts and or blade fixings at the hub   [_ _]
AU01676 	"   (d) Examine the electrical cable for security of fixings, damage due"
AU01676 	"to fraying, scuffing or"
AU01676 	         similar and for damage at locations where the cables penetrate
AU01676 	panels or
AU01676 	         housings.    [_ _]
AU01676 	"   (e) Check any grease discharged from the motor bearings, since the"
AU01676 	last lubrication is not
AU01676 	          excessive.   [_ _]
AU01676 	    (f ) Examine the discharged grease for any noticeable colour change.
AU01676 	Ensure that the
AU01676 	          grease nipples are clean.  [_ _]
AU01676 	   (g)  Inspect the cable connections to the motor for evidence of
AU01676 	overheating.  [_ _]
AU01676 	   (h) Carry out an insulation/resistance test of the motor and heater
AU01676 	windings.
AU01676 	          (i) Ensure fan motor is isolated.
AU01676 	"          (ii) At a suitable location, for each fan motor"
AU01676 	               Note: The motor winding heater for axial fans has been
AU01676 	isolated and is to remain
AU01676 	               isolated.
AU01676 	               (a) Disconnect neutral from the motor winding heater
AU01676 	(where connected) and
AU01676 	                     bridge heater terminals.
AU01676 	               (b) Apply a reliable bridge to the three motor winding
AU01676 	terminals.
AU01676 	         (iii) Carry out an Insulation resistance test between the motorwindings
AU01676 	and the
AU01676 	"                winding heater bridge.  Record the result in the """"Work"
AU01676 	"Done"""" area."
AU01676 	         (iv) Bridge the motor windings and the winding heater
AU01676 	connections and carry out
AU01676 	               an Insulation resistance test between this common bridge
AU01676 	and earth.  Record
AU01676 	"               the result in the """"Work Done"""" area."
AU01676 	        (v) Remove all temporary connections.
AU01676 	        (vi) Remove supply lines to the motor and carry out an
AU01676 	insulation resistance test
AU01676 	"              on the motor windings, Between phase winding to phase"
AU01676 	winding and between
AU01676 	              each phase winding and earth.  Record results in the Work
AU01676 	Done area of the
AU01676 	             Job sheet.
AU01676 	"        (vii) If the heater was connected on arrival, then re-instate"
AU01676 	"the heater connections,"
AU01676 	              otherwise leave the motor winding heater terminations
AU01676 	isolated.
AU01676 	        (viii) Ensure fan motor is serviceable on completion.
AU01676 	        (x)  Where any insulation resistance reading is less than 2
AU01676 	"megohm, then Record"
AU01676 	"                 in the """"Work Done""""area of the Job Sheet and raise a"
AU01676 	new job for the outstanding
AU01676 	                 works.  Include the Job Number of the new job in the
AU01676 	"Related Job"""" field as well"
AU01676 	                 as in the alternate.  Notify the Team Leader or his
AU01676 	representative of any
AU01676 	                 outstanding works.
AU01676 	"   (i) On leaving the fan inlet cowl grill hatch, replace the hatch"
AU01676 	cover immediately.  [_ _]
AU01676 	   (j) Manually check the operation of the Rotork actuator and
AU01676 	associated linkages that
AU01676 	"          operate the exit dampers, use the local control panel switch."
AU01676 	   (k ) Remove any mechanical interlocks blocking the fan operation.
AU01676 	 [__]
AU01676 	10. Running Fan Check and Lubrication
AU01676 	    CAUTION:  ALLOW THE MOTOR TO COOL FOR ONE HOUR IF A START IS
AU01676 	REQUIRED
AU01676 	                         AFTER FOUR STARTS IN ONE HOUR.
AU01676 	"     (a) When the Static Fan Checks are complete, return to substation"
AU01676 	3and remove the
AU01676 	"           safety tags, in accordance with TMI-3012-SA-0103, then"
AU01676 	removethe fan motor isolation
AU01676 	           at the MCC.
AU01676 	"           Note:  Ensure that all non-operational fans are isolated, in"
AU01676 	accordance
AU01676 	"                      TMI-3012-SA-0103, and that the only fan not"
AU01676 	"isolated, is the fan to be maintained."
AU01676 	     (b) Return the AUTO/OFF/MAN selector switch from the OFF position
AU01676 	to the AUTO position.
AU01676 	"     (c) Return to the ventilation room and have TCR start the fan,"
AU01676 	thatis being maintained.
AU01676 	           Note: The motor must not be started more that four times in
AU01676 	an hour.
AU01676 	     (d) Check that the outlet damper opens immediately the fan starts.
AU01676 	"     (e) Lubricate the motor bearings with fresh grease, while the motor"
AU01676 	running.
AU01676 	           DE = 100 gr / NDE - 120 gr  Use Shell Stamina RL2 grease or
AU01676 	equivalent only.
AU01676 	"     (f ) Remove the old grease, that was discharged from the bearings"
AU01676 	using the retrieval
AU01676 	           system.  Examine the grease for changes of colour.  [_ _]
AU01676 	     (g) Monitor the fan and motor for abnormal noises.      [_ _]
AU01676 	     (h) Stop the fan motor using Local EMERGENCY STOP pushbutton.
AU01676 	     (i)  Release the EMERGENCY STOP pushbutton.
AU01676 	"11. On completion, collect all materials and leave the fan room after"
AU01676 	equalizing the
AU01676 	       differential pressures.
AU01676 	12. In Substation No 3
AU01676 	"      (a) Remove all safety tags, in accordance with TMI-3012-SA-0103,"
AU01676 	 then remove the
AU01676 	            motor isolation for all the fans at the MCC.  Return all
AU01676 	theREMOTE/OFF/LOCAL
AU01676 	"            selector switches to the REMOTE position,  and the"
